x,y,c
859981,754967,10
934294,534715,0
924558,720298,0
34424.9,496658,16
802026,945189,13
689413,436110,1
511155,445448,20
931516,495895,23
501328,34455.4,22
335978,73091.8,29
589953,321848,8
883724,998932,7
346568,646474,25
892026,321360,23
54658.7,982543,17
866573,825800,7
940947,663137,0
458693,8056.89,22
369732,26703.7,29
682546,436964,1
789605,428175,9
282601,426862,28
8880.89,99185.2,12
770226,820704,13
497299,709922,14
288430,574114,6
481765,807245,14
249794,866512,18
256539,205329,27
738853,761589,10
979339,506912,23
111301,131565,12
908444,866420,7
177435,762688,25
169988,489822,16
951384,405805,23
356822,830012,18
311258,148015,29
177404,601276,5
165410,981841,17
617145,232185,8
988861,966735,7
270791,821497,25
885.037,36591.7,12
281533,689108,25
930479,429456,23
299722,840999,18
378216,30427,29
681021,724662,3
366253,750145,14
404279,161138,15
885586,529801,9
526170,927000,11
239082,801691,25
31617.2,751762,21
853664,360363,23
307688,114505,29
128056,742515,21
790826,796075,10
916929,496231,23
238044,293130,27
548845,270211,8
176336,555254,5
967284,591815,0
15015.1,685690,21
787255,658345,10
692434,883267,13
906644,562517,0
189245,614734,5
922514,232398,19
408734,422987,20
104556,120457,12
416150,520524,2
195715,441908,16
479110,15869.6,22
967284,671773,0
374096,894436,18
380963,184179,15
654347,355144,8
524125,480880,20
629749,410108,1
313913,536515,6
320353,414686,28
438063,509445,2
231880,32899,29
235359,552446,6
93173,684591,21
346049,834620,18
315073,389203,28
105289,279183,24
501480,744407,14
935789,54078.8,19
494430,176580,15
543962,651753,3
788690,205695,26
665151,583605,1
332316,896542,18
555986,420179,20
365062,555071,6
530351,253121,8
658925,690298,3
694266,766594,3
941679,928404,7
789209,108371,4
27466.7,559923,5
819147,767479,10
877285,348582,23
45716.7,823572,21
85390.8,754906,21
109958,358318,16
769127,456862,9
602374,631520,3
142796,606403,5
484573,956297,11
819452,269967,26
485824,177923,15
719504,589923,9
83193.5,397198,16
8209.48,993622,17
53285.3,205603,24
351726,897488,18
973357,343638,23
604297,423933,1
584918,474929,1
440016,301218,15
731285,819483,13
45136.9,968291,17
768578,826930,13
419141,589099,2
57100.1,27955,12
717460,816095,13
483840,795282,14
31708.7,353801,16
78920.9,109226,12
669088,291604,8
790887,673360,10
986572,417005,23
502884,993469,11
783898,919492,13
530534,442457,20
782922,669179,10
265206,5768,29
451003,234321,15
442274,467879,20
982177,606800,0
842372,379772,23
259133,865993,18
205756,368511,28
707999,348247,26
875637,335246,23
747734,931059,13
312571,966796,18
656148,409101,1
266549,876522,18
745933,262673,26
174169,724815,25
395337,18860.4,29
399152,967956,18
330699,509201,6
372600,573016,6
240608,259682,27
645375,242622,8
935453,633320,0
459822,537889,2
479751,808618,14
810175,900296,13
640004,842921,13
212348,74373.6,12
234993,564684,6
672018,951170,13
173772,484634,16
747032,510117,9
740257,942198,13
275582,461745,6
663076,931883,13
404431,506821,2
316050,110752,29
132572,958678,17
653401,997833,13
806207,945677,13
822657,964415,13
986908,647053,0
438887,905362,11
992309,142766,19
873104,100101,19
300668,599689,6
229377,344859,28
44618.1,801019,21
587207,587573,1
117100,573046,5
186651,651051,25
103397,604358,5
168004,810907,21
456740,606433,2
861049,630116,0
182104,861049,17
81392.9,164312,12
902860,60792.9,19
59755.2,68880.3,12
687704,101749,4
120701,882138,17
532823,253151,8
678121,456465,1
51942.5,39491,12
137394,785150,21
851375,342723,26
524735,950163,11
380718,796472,14
718925,223945,26
881924,625782,0
672384,116916,4
526627,805139,14
594928,1129.18,22
72542.5,894436,17
365154,481216,6
492080,289438,15
53590.5,552812,5
172552,16388.4,12
13885.9,410962,16
568529,732139,3
148686,171606,27
736045,391827,26
310465,372509,28
118442,234626,24
979034,551592,0
408460,442854,20
992523,85940.1,19
405835,176092,15
821284,436811,9
653127,793268,3
289926,612384,6
382153,77059.2,29
397839,654714,2
72847.7,293191,24
584185,903531,11
833277,74800.9,19
60548.7,315439,24
983947,546403,0
311625,846065,18
794244,916166,13
171453,458388,16
398144,95217.7,29
642506,330973,8
637806,873959,13
462569,927458,11
69307.5,920347,17
966247,379589,23
742851,494034,9
654988,755730,3
760460,411054,9
714957,857723,13
149510,577960,5
119083,841609,17
387951,462630,20
555895,808649,11
106479,308847,24
857387,196814,19
199011,856685,17
484420,936705,11
917447,925748,7
590228,548204,1
638417,581256,1
848384,272408,26
992309,853023,7
226814,574114,6
60914.9,246376,24
835627,550676,9
510117,691458,2
502091,556780,2
946074,251717,23
455641,332713,20
599322,976470,11
60670.8,732261,21
770470,862392,13
546403,403851,20
441694,110355,22
769616,118534,4
195227,849116,17
838038,477645,9
206793,374889,28
540696,103549,22
723746,849330,13
604236,738090,3
222358,429579,28
443953,574297,2
486251,105014,22
933012,250649,19
287484,203223,27
393231,867946,18
308145,733818,25
147557,774316,21
534440,583789,2
185369,326884,28
717307,189642,4
409101,4364.15,29
745872,813715,13
174261,738182,25
47059.5,68941.3,12
32258.1,779046,21
532975,996155,11
360729,439070,28
291635,918912,18
544908,279519,8
281503,619221,6
179754,370037,16
869198,203833,19
23041.5,755791,21
271554,503861,6
766259,855953,13
949614,86214.8,19
732780,808893,13
877285,81667.5,19
980621,397412,23
503067,178106,15
609760,761284,3
253151,409314,28
975127,252754,23
725455,919858,13
608020,146123,22
412641,825220,14
582904,92532.1,22
996887,741569,0
448988,847102,14
105808,655416,5
310129,507492,6
29694.5,664663,5
802484,919797,13
401929,874355,18
213111,651112,25
362621,498520,6
430250,625965,2
383526,126774,29
441420,798547,14
855953,289377,26
323771,712088,25
857753,17578.7,19
728172,102390,4
345897,177465,15
367565,463118,6
491928,75197.6,22
609027,327403,8
112857,318430,24
558916,562944,2
279000,295358,28
650655,844539,13
320414,25605,29
315744,292795,28
739189,670705,10
470595,666311,2
81423.4,789178,21
903439,98757.9,19
764428,613514,9
828974,804468,10
307352,328379,28
511948,59633.2,22
511612,676992,2
574084,730827,3
996826,333628,23
15045.6,286477,24
250771,481552,6
722465,223273,26
120060,53804.1,12
941893,785028,7
574694,252602,8
455275,377575,20
755394,385876,26
692923,812311,13
876064,875851,7
311625,66377.8,29
633534,622394,3
531388,258553,8
498550,876431,11
360607,626911,2
746879,513810,9
381146,85787.5,29
467818,228004,15
633168,58412.4,22
178930,801294,21
962706,354381,23
209021,398541,28
594714,510514,1
811274,876339,13
298013,868618,18
156590,538133,5
940306,343760,23
63112.3,723991,21
116031,972716,17
663289,216102,8
493088,544053,2
320933,805231,25
189673,528550,6
113895,613056,5
487747,771386,14
213233,34943.7,12
135807,606128,5
650655,574023,1
19776,824915,21
387677,512345,6
709220,918332,13
415784,429640,20
942106,805139,7
946165,158940,19
122135,531022,5
718406,990722,13
990081,754723,0
194555,921598,17
420423,879666,18
30945.8,623096,5
416639,58900.7,29
863063,695730,10
447310,624012,2
222480,808954,25
918058,387158,23
453261,625904,2
426801,371899,20
934111,100284,19
131932,456832,16
868954,939421,7
697012,803369,13
503403,871700,11
489303,400525,20
985809,969329,7
625416,226264,8
344127,777886,14
700644,18250.1,4
317209,523209,6
236854,95309.3,29
186865,322733,28
658620,695395,3
431776,253975,15
585803,524522,1
87557.6,445784,16
37751.4,268136,24
279122,188787,27
403821,325632,15
609760,532579,1
372600,617298,2
80263.7,72267.8,12
53895.7,602924,5
86764.1,755272,21
895901,271981,26
938444,680898,0
322581,435865,28
370647,149205,29
917386,804346,7
827021,763726,10
80996.1,681173,21
973144,332438,23
25238.8,296213,24
110721,766869,21
346904,424848,28
5829.04,273812,24
891079,659902,0
256233,997070,18
777551,116276,4
825465,16327.4,4
958983,93081.5,19
888241,381115,23
126133,915006,17
790063,761681,10
801721,450301,9
847896,477279,9
692038,281533,8
33234.7,222358,24
423109,811121,14
409070,894742,18
296518,343883,28
662099,647816,3
289743,27375.1,29
309488,777673,25
815119,70345.2,4
284921,430433,28
371899,529954,6
752007,509964,9
797723,780511,10
275796,697897,25
975768,176275,19
33326.2,296854,24
208197,25147.3,12
681204,798334,3
647847,420759,1
955809,779839,7
814051,366741,26
175756,83895.4,12
933012,588000,0
678426,340831,8
257668,91341.9,29
973205,899991,7
266945,531297,6
163884,252480,27
340983,383740,28
98086.5,185034,24
785241,456984,9
877468,329875,23
553606,996246,11
925901,588763,0
328867,195990,27
893857,240883,26
376720,943388,18
396191,513413,2
429212,704001,14
68941.3,130741,12
393658,252846,15
806391,985748,13
551958,71260.7,22
431928,717399,14
738212,304575,26
591540,764824,3
382488,823634,14
454329,513688,2
912107,788873,7
997009,592883,0
433515,795557,14
352580,333048,28
502915,814814,14
49531.5,994598,17
755974,356944,26
79683.8,734306,21
833644,200568,26
733848,531541,9
34974.2,274483,24
162938,562334,5
75045,476424,16
780236,918302,13
851619,989196,7
43183.7,240761,24
852351,631794,0
969878,905576,7
391980,591052,2
72542.5,972686,17
877041,138035,19
364025,337596,28
384991,272378,15
826746,505844,9
635548,277627,8
363201,289560,15
549577,540788,1
887661,618793,0
665792,311106,8
2655.11,691031,21
333171,973174,18
753319,983734,13
452712,513565,2
390515,342357,20
222358,791955,25
30793.2,562517,5
474380,611133,2
694784,729698,3
407117,45106.4,29
568773,192328,8
429487,649281,2
585223,545091,1
79653.3,670583,5
685507,517014,1
178137,824122,17
536851,318064,8
149510,226783,24
149052,920194,17
426405,307535,15
900754,64577.2,19
655690,570696,1
65584.3,616626,5
686361,598071,3
148869,359905,16
657369,264016,8
332072,558397,6
542955,428144,20
198889,741630,25
884579,989532,7
809839,311136,26
758446,759331,10
225227,848872,18
929594,757897,0
874874,557848,9
246315,896786,18
863002,204199,19
260750,187506,27
501511,385449,20
445418,253945,15
210364,44343.4,12
839808,637165,0
535508,11078.2,22
125553,799036,21
536363,105869,22
623951,473708,1
312815,104068,29
156407,714194,21
99673.5,772362,21
733940,255989,26
280251,359508,28
270180,299142,28
985412,488968,23
569384,115635,22
774529,480667,9
349925,649861,25
365246,851100,18
652791,116672,4
615497,225196,8
274300,144047,27
88015.4,272805,24
482925,874691,11
670431,672597,3
850398,264687,26
6561.48,641896,5
179754,217170,27
44801.2,368084,16
865444,792261,10
946867,867183,7
201239,166112,27
56886.5,500351,16
789361,897855,13
726432,725028,10
913663,23896,19
651051,767998,3
158391,167608,27
127506,910489,17
296945,844325,18
407453,92257.5,29
172155,90243.2,12
231666,700308,25
565996,69246.5,22
803247,831538,13
534318,38483.8,22
21912.3,133000,12
988861,612903,0
882229,653890,0
69124.4,276040,24
658864,113071,4
684011,174291,4
988769,724296,0
144322,21363,12
336589,345256,28
676931,59846.8,4
722556,362529,26
432081,98910.5,22
125217,504898,5
998077,296579,23
770287,827845,13
38789,209998,24
705863,551225,1
102664,317820,24
770470,386944,26
535722,353587,20
404340,589221,2
394513,2472,29
867794,321604,26
920896,429182,23
430250,186651,15
134098,349010,16
113193,31647.7,12
43977.2,552171,5
726981,552385,9
513138,565233,2
365734,890164,18
525651,113681,22
339640,482345,6
176031,855647,17
852840,6592,19
701621,115604,4
706748,479232,1
970031,687185,0
44862.2,554949,5
624012,812250,3
781701,952422,13
205115,814814,25
640.889,821711,21
650288,190008,8
391034,903989,18
204993,847865,17
839534,631642,0
651418,316263,8
734947,7538.07,4
430128,638966,2
496933,306223,15
370312,88229,29
436750,485916,20
954527,276284,23
419355,811914,14
962035,413984,23
47303.7,693442,21
577044,960723,11
355113,253548,15
246803,356029,28
411023,810266,14
349071,548845,6
896664,370556,23
707389,269143,26
799188,553789,9
799127,43305.8,4
931669,190497,19
761315,463668,9
217109,313974,28
636097,811823,3
658162,497635,1
340464,425123,28
791742,618885,9
212256,815577,25
320444,271981,28
307962,122227,29
645039,336406,8
527421,629109,2
322184,755303,25
744560,433576,9
160344,518662,5
54963.8,532121,5
872311,300455,26
635151,225043,8
47486.8,295145,24
172002,454909,16
820704,659963,10
987182,108615,19
112766,721091,21
473647,58565,22
839503,870540,7
911710,414167,23
140538,986908,17
753716,731285,10
606250,389264,1
698843,405530,1
792352,895474,13
932615,781671,7
145360,638417,5
418378,271645,15
929533,13092.4,19
713706,610889,9
984069,614185,0
77150.8,924741,17
266396,400616,28
249367,144383,27
278817,716575,25
864376,135960,19
759575,330790,26
598315,304605,8
569048,455947,1
515732,40681.2,22
639576,898251,13
254769,806177,25
313791,193060,27
328532,543626,6
491714,928404,11
531663,54200.9,22
867885,568224,9
857875,655934,0
291879,91189.3,29
78066.3,427992,16
53865.2,776330,21
825983,295236,26
803491,626484,10
313211,730003,25
985931,343944,23
275674,579669,6
242225,586718,6
57191.7,82644.1,12
301767,564440,6
499252,147191,22
614673,3570.67,22
140568,53437.9,12
459365,247536,15
773858,531968,9
636616,884762,13
273751,289804,28
253914,939879,18
434950,128025,15
638203,446913,1
957060,444960,23
212226,271889,27
318705,772637,25
361278,491287,6
713401,676168,3
19898.1,588824,5
105014,479690,16
55787.8,328196,24
424299,496353,20
638325,520280,1
591998,354930,8
781213,156468,4
50752.3,260628,24
267067,646016,25
433271,224036,15
318979,304422,28
520066,68636.1,22
808435,913572,13
369762,4669.33,29
603259,238105,8
59816.3,364483,16
990051,963958,7
486557,354289,20
74587.2,743706,21
760765,14740.4,4
802118,22034.4,4
526444,624104,2
864498,189703,19
648915,146611,4
405225,507523,2
791437,651387,10
215705,275857,27
49165.3,526933,5
165014,22705.8,12
663503,420637,1
45442.1,173986,24
520890,763451,14
970397,873745,7
275399,125309,29
57374.8,468459,16
147038,109653,12
490707,781091,14
363567,661031,2
308481,801050,25
458327,154332,15
529130,935942,11
833460,81698,19
637532,627461,3
772912,177190,4
127659,58290.4,12
69277,50019.8,12
860958,991546,7
233741,451643,28
580493,613544,3
519242,813044,14
142521,722922,21
324442,276223,28
11566.5,843196,21
587115,734519,3
443464,965178,11
144597,15778.1,12
673391,766564,3
361827,915220,18
458174,439924,20
226447,933592,18
622059,809259,3
216315,932249,18
943388,353862,23
173589,95614.5,12
926206,215003,19
806726,228797,26
845332,354320,26
903317,128758,19
64851.8,896756,17
502945,185705,15
132786,440077,16
773705,113315,4
671346,883572,13
782586,405591,9
740806,233467,26
376659,391797,28
278909,19623.4,29
618580,241279,8
532151,520035,2
278390,574816,6
224708,71077.6,29
392499,99887.1,29
683004,462020,1
488144,525681,2
368236,897732,18
364330,552934,6
398175,391980,20
936918,604694,0
780297,845058,13
230323,785028,25
362926,592700,6
747002,954222,13
59114.4,13550.2,12
799768,411145,9
837428,969634,7
574114,106510,22
429609,561113,2
322245,194647,27
799768,22156.4,4
802667,694571,10
281991,694662,25
496689,696860,14
44404.4,20203.3,12
875973,547990,9
306284,507767,6
693075,389264,1
641713,791711,3
542558,954894,11
878597,320261,23
418287,260384,15
664998,27985.5,4
299509,370952,28
855647,675710,10
557695,447493,1
591754,512986,1
814631,357067,26
433912,653676,2
422803,925321,18
284555,182348,27
608051,26734.2,22
229163,652455,25
137425,782556,21
958556,418989,23
775079,784417,10
233283,298990,28
392499,117405,29
41352.6,491195,16
31281.5,636219,5
804071,641835,10
101505,83712.3,12
332072,539598,6
860988,854152,7
344432,283425,15
987640,118503,19
364849,19165.6,29
50599.7,274911,24
827723,608570,9
633473,882626,11
384442,2533.04,29
387982,15106.7,29
824396,764153,10
25299.8,945433,17
838832,250984,26
809046,883297,13
187323,547746,5
122471,744774,21
795770,459090,9
772851,270669,26
51545.8,860286,17
483444,853847,11
189734,579669,5
146550,801813,21
304422,879452,18
479843,85757,22
304819,634846,6
381268,525956,6
182928,610126,5
129582,467299,16
400189,919858,18
260201,931089,18
154302,968139,17
80324.7,612995,5
884884,5493.33,19
396.741,560869,5
735893,53010.7,4
774834,530992,9
946928,445997,23
989227,517075,0
410688,767266,14
328654,391766,28
44465.5,597736,5
936644,627491,0
295267,436476,28
152776,290780,24
164190,455885,16
725181,561296,9
715171,588855,9
850856,536851,9
253304,914853,18
738060,672964,10
345500,548112,6
423505,496963,20
732170,358592,26
947233,855861,7
71718.5,997955,17
310587,528916,6
492782,987609,11
542375,186926,22
227607,172796,27
302255,33295.7,29
290109,788018,25
382183,643666,2
366375,832209,14
850764,155766,19
932035,550005,0
49287.4,674368,21
221168,674551,25
813593,170904,19
174596,840999,17
789727,903592,13
11536,346355,24
159734,79012.4,12
728507,340159,26
118412,753136,21
751427,703726,10
670095,447096,1
282968,440748,28
372387,260659,15
715751,481826,1
162877,25208.3,12
953887,525956,0
991791,876675,7
721244,28901,4
276376,169347,27
61464.3,825037,21
811090,521165,9
378002,261147,15
338847,602435,6
644826,255776,8
141423,681631,21
968169,494064,23
358074,544176,6
618580,159429,22
924863,832820,7
107425,307596,24
661061,741630,3
978698,334483,23
742271,960540,13
846522,100375,19
215491,431043,28
963256,275674,23
956267,469863,23
367809,489731,6
164068,762993,21
574419,24079.1,22
769585,259499,26
934385,213599,19
602832,721305,3
368297,534959,6
481429,243355,15
246925,690817,25
135075,67476.4,12
918241,969451,7
721732,100772,4
865535,895749,7
231788,341990,28
858577,816156,7
945402,536302,0
851436,703452,10
930143,453078,23
914457,249245,19
967772,830592,7
286630,362255,28
900754,884976,7
824305,629078,10
822016,963622,13
826044,249031,26
415784,56306.6,29
561235,551592,1
720206,91433.5,4
939268,564226,0
248390,860500,18
759331,352824,26
399213,657552,2
998260,122379,19
35248.9,918577,17
751457,474868,9
632496,920255,11
866756,895047,7
132908,576464,5
124424,599109,5
189215,177618,27
147862,461196,16
500046,177587,15
198370,953612,17
21881.8,470595,16
746391,22766.8,4
635701,642079,3
335612,700369,25
963713,45991.4,19
901425,140538,19
106143,883847,17
486465,809046,14
716941,360607,26
346385,847011,18
690298,96865.7,4
877285,323160,23
413739,907437,18
751885,292489,26
675710,441877,1
247261,425153,28
530198,645528,2
108036,580889,5
336344,164556,29
540666,206488,8
435255,314524,15
202948,950652,17
123112,676840,21
460005,549242,2
355876,415326,28
852535,958281,7
598498,632008,3
787072,24994.7,4
39002.7,137883,12
38850.1,819544,21
646687,525712,1
877560,217872,19
892575,17548.1,19
613056,565600,1
990295,853053,7
236000,377300,28
885769,601306,0
718680,169317,4
544908,353923,20
577013,807489,11
990753,904813,7
592029,299051,8
642994,377453,8
278726,899167,18
446425,941832,11
895932,855220,7
657888,896634,13
635701,210303,8
625629,107303,22
242775,946562,18
59663.7,204840,24
816309,501938,9
787317,694967,10
63203.8,462020,16
433790,825129,14
931822,135136,19
494644,330943,20
476913,894711,11
493942,663564,2
122959,735801,21
980255,604877,0
321543,573748,6
620228,938261,11
70223.1,533036,5
240150,679464,25
996124,960967,7
954009,914609,7
834437,277871,26
137577,159490,12
275063,168004,27
580615,978851,11
433302,148106,15
297250,2410.96,29
749321,350566,26
831355,80446.8,19
61098.1,545793,5
72603.5,750664,21
50447.1,135655,12
235603,75106.1,29
356609,193457,15
366100,867763,18
514603,738609,14
154912,999145,17
626484,435713,1
584521,459273,1
441572,925382,11
629627,807062,3
429792,151738,15
509964,159459,22
606372,477096,1
469893,603015,2
430250,185766,15
368603,465560,6
178777,312906,27
122013,897855,17
922239,701102,0
877529,300211,26
707297,926908,13
341502,922666,18
936766,364269,23
551469,84078.5,22
323801,295969,28
203711,530259,6
333995,765831,25
50721.8,99032.6,12
825373,914823,13
484115,715873,14
788171,983062,13
851161,423963,23
788965,113620,4
938444,288064,23
71413.3,692251,21
17517.6,223945,24
375896,315714,15
514969,721549,14
542772,735618,3
362224,674093,25
981811,390667,23
29206.2,722495,21
248115,549516,6
769280,299631,26
388623,759362,14
333201,538469,6
538285,360576,20
966094,13123,19
574725,407361,1
509812,543443,2
610523,555284,1
523545,630146,2
839656,462630,9
123783,129429,12
880184,129887,19
365947,144841,29
399335,493942,20
60976,436232,16
588824,626576,3
571795,546464,1
108524,186407,24
986297,950011,7
554827,462111,1
747124,458174,9
466140,550035,2
952147,502609,23
472762,55482.7,22
752007,379223,26
560320,317728,8
188818,702353,25
667928,660634,3
62135.7,812342,21
108982,689261,21
607440,327494,8
712241,310129,26
546281,56367.7,22
252571,76723.5,29
47059.5,714377,21
807672,777032,10
940916,947081,7
254646,8758.81,29
797449,670248,10
343333,960143,18
803552,325724,26
767388,848720,13
428053,943419,18
533097,599414,2
225776,517838,6
817286,483810,9
455397,780938,14
538926,727744,3
87221.9,602771,5
168340,641194,5
879147,605304,0
987365,765496,0
131870,755791,21
217994,987152,18
118717,341990,16
284463,663381,25
647908,443251,1
82735.7,665853,5
381848,428144,20
636006,1037.63,22
32136,753105,21
29419.8,433668,16
995361,34485.9,19
178838,446516,16
20874.7,640828,5
908475,45655.7,19
730827,531297,9
130192,483230,16
867519,373089,23
745262,49958.8,4
655110,729606,3
360210,811396,14
248970,949675,18
146031,646931,5
537736,929258,11
295145,328654,28
181982,785272,25
674612,768761,3
346171,304849,28
556566,97872.9,22
730064,432264,9
855678,36195,19
860195,660573,0
243171,206854,27
783013,625690,10
961791,748466,0
936583,85726.5,19
261666,927274,18
689810,431898,1
239357,562395,6
455580,541765,2
612262,78463.1,22
26398.5,781854,21
730674,17731.3,4
480331,912046,11
35889.8,2838.22,12
279275,170446,27
347758,563860,6
660115,546159,1
929044,58534.5,19
726615,803156,10
354320,245064,15
409192,829188,14
931883,36011.8,19
297586,971007,18
912412,700278,0
892544,807917,7
97232,404889,16
691885,935759,13
849452,633198,0
348796,404706,28
45289.5,796808,21
539628,105441,22
302591,409772,28
783197,250801,26
11078.2,631245,5
884365,782952,10
395947,938688,18
560137,669668,3
190771,289743,27
768670,267220,26
607501,491073,1
927915,842250,7
293252,745598,25
205267,590228,6
981536,616474,0
6012.15,684988,21
702567,54597.6,4
313913,668935,25
843165,810266,10
266823,472091,6
158452,613544,5
905210,155431,19
171026,89419.2,12
42420.7,732963,21
360332,592334,6
293405,764977,25
284494,132969,29
88351.1,456557,16
401593,446455,20
618946,363964,8
1251.26,142796,12
734977,133518,4
439985,915586,11
461501,599200,2
922452,81514.9,19
658162,667287,3
510971,414808,20
25940.7,348888,16
274.667,443831,16
800256,685812,10
889431,224708,19
681509,777673,3
45808.3,216742,24
472823,284951,15
906766,386517,23
135441,276070,24
331980,186193,27
172185,734458,25
629292,708487,3
23438.2,66194.6,12
948576,245064,19
139073,178442,27
304117,790094,25
196417,754448,25
65706.4,859676,17
193670,861049,17
978881,469771,23
486648,613025,2
761559,350627,26
877468,908719,7
201514,603015,5
232948,871029,18
570727,144505,22
432722,200476,15
206671,576525,6
347423,796533,14
409742,652272,2
651326,357463,8
494095,465072,20
204230,851161,17
35706.7,931120,17
123936,382458,16
206427,237312,27
131748,697836,21
694266,785546,3
920713,981445,7
211798,916471,17
789850,343608,26
113376,464431,16
235023,97781.3,29
297769,102359,29
212806,198431,27
499252,609760,2
21271.4,690939,21
382824,761254,14
799860,330882,26
689993,613636,3
158116,289895,24
151921,689138,21
33784,702963,21
124088,39948.7,12
168249,353984,16
21759.7,555498,5
209937,664144,25
779748,266488,26
26215.4,971099,17
842677,933195,7
955535,486770,23
740410,4058.96,4
85207.7,925199,17
242927,220740,27
821711,223518,26
544511,849055,11
654500,664174,3
21973.3,863948,17
729026,668538,10
973907,524888,0
258095,199499,27
498703,782037,14
547563,703238,3
438276,970031,11
106845,468612,16
220923,405499,28
593188,808069,3
611652,927030,11
814112,191351,26
942717,231391,19
321085,21698.7,29
476669,190435,15
887204,752159,10
275277,302377,28
997650,128727,19
433943,168981,15
25452.4,138371,12
918180,516068,9
632221,356883,8
631489,918180,11
756005,467055,9
876553,170354,19
950102,365429,23
171453,300302,24
438612,130375,15
571184,651784,3
687246,806116,13
350139,427320,28
171453,91677.6,12
247444,672170,25
989166,236946,19
587176,43397.3,22
627857,363262,8
588946,960967,11
194006,671529,25
200476,2960.3,12
356243,196722,15
942961,818293,7
782037,543748,9
683462,500809,1
574358,17883.8,22
63081.8,436110,16
772179,370159,26
639943,210456,8
988556,636708,0
775994,392804,26
347118,890652,18
34058.7,986999,17
670034,764092,3
477950,228095,15
988281,968993,7
910367,290201,23
518723,366375,20
868099,504166,9
901639,34394.4,19
241249,985504,18
346507,889370,18
823847,259377,26
15900.1,345225,24
57374.8,676992,21
110660,882107,17
825434,260903,26
334300,856441,18
517685,230995,15
329020,52980.1,29
835353,962279,7
920866,971465,7
74984,644581,5
208075,288278,27
39277.3,572436,5
303018,960479,18
393597,916349,18
515183,664937,2
354564,142247,29
571276,325632,8
175115,75319.7,12
726096,988800,13
112186,74892.4,12
957518,895138,7
548723,24445.3,22
479110,889523,11
819483,966308,13
172887,926511,17
182073,354564,28
867458,3265.48,19
408399,181890,15
286996,1648,29
769372,785485,10
600177,274575,8
877102,76052.1,19
429060,993530,18
52156.1,390240,16
564104,908689,11
729789,260262,26
92776.3,886624,17
30365.9,258797,24
816919,5310.22,4
121891,826289,21
325999,732139,25
518174,757439,14
543474,405622,20
116642,930906,17
586047,519364,1
702353,40040.3,4
6012.15,783105,21
959014,647938,0
542894,243904,8
858852,967864,7
19959.1,509781,5
773522,494400,9
610309,954955,11
883480,93173,19
986236,329417,23
592395,536546,1
487106,61708.4,22
793573,864376,13
11322.4,368206,16
119755,482101,16
489242,681570,2
856624,707358,10
147069,514878,5
138432,665548,5
954314,309793,23
501785,140568,22
280038,700980,25
965697,331645,23
499313,593310,2
671377,579211,1
703116,113010,4
863948,124516,19
413587,488998,20
767510,985321,13
899777,867367,7
812952,187811,26
967345,587878,0
851131,19684.4,19
572466,179235,22
549455,782464,3
917722,886959,7
248939,852168,18
446638,557329,2
280587,828333,18
993255,789087,7
225043,286172,27
881008,54689.2,19
977691,275979,23
638173,613117,3
873012,354045,23
815912,107913,4
655782,714621,3
797693,394635,26
885098,39460.4,19
91036.7,995209,17
546617,122776,22
25421.9,259102,24
354686,282723,15
663106,444777,1
569506,167638,22
694662,148717,4
268044,925871,18
755455,425184,9
7934.81,959777,17
594012,183660,8
841853,753258,10
470534,648335,2
797388,668661,10
689291,439711,1
362651,284158,15
896451,816553,7
330302,906430,18
332682,422895,28
684591,473647,1
238746,145360,27
185522,284890,27
700308,22797.3,4
41474.7,977721,17
9399.7,192572,24
687399,53010.7,4
739616,225501,26
329752,139317,29
802881,525407,9
701254,220496,8
407819,367687,20
518113,351360,20
692038,256844,8
571551,73946.3,22
482559,212836,15
340587,952696,18
774010,982116,13
608844,492203,1
726005,631153,10
929075,313639,23
898007,147130,19
31739.2,966063,17
683920,164037,4
541215,267556,8
105686,379620,16
770379,730125,10
900632,254769,26
40833.8,543718,5
816034,814386,10
37110.5,911710,17
831050,426283,9
286050,358867,28
285226,944090,18
71504.9,103641,12
231758,187597,27
82033.8,823298,21
373669,26490.1,29
965056,267342,23
311228,949950,18
854549,317057,26
150212,579882,5
972228,372051,23
421522,733818,14
700278,493912,1
366314,997314,18
214484,676626,25
572008,948576,11
970550,67659.5,19
329844,811304,18
182592,60335.1,12
546678,25238.8,22
44282.4,38728,12
211066,640461,25
944395,308634,23
906247,184271,19
446913,515793,2
311289,348613,28
463637,760155,14
656209,119236,4
970946,789758,7
325632,448378,28
936796,221381,19
862270,877834,7
955016,815760,7
131230,279824,24
553056,555315,2
994079,721244,0
377239,759697,14
132176,996155,17
585192,849879,11
279031,243599,27
919279,765496,7
692190,886837,13
216010,572832,6
846858,532273,9
657399,599139,3
686422,70284.1,4
7873.78,619434,5
946409,650136,0
536729,326182,8
703879,86825.2,4
420881,658528,2
16327.4,221870,24
284890,678488,25
931242,422926,23
286081,684103,25
890133,404798,23
921476,266732,23
249702,498947,6
640126,177892,8
917295,25574.5,19
519364,295022,8
575884,150426,22
827357,789819,10
282022,164403,27
374279,933378,18
978179,135350,19
275948,941923,18
300027,967650,18
238838,4944,29
599719,697501,3
853847,262703,26
975341,970122,7
777154,143986,4
919218,717948,0
211188,257668,27
598071,708640,3
896603,80416.3,19
381054,485916,6
15472.9,122349,12
664571,907590,13
112644,207953,24
925657,619556,0
485092,104343,22
900845,18128,19
603259,91525,22
