x,y,c
551439,525895,9
958373,823389,19
940764,558611,0
569079,342387,15
902524,904935,19
912595,328776,7
354472,663808,11
602069,516129,9
670370,855281,3
940092,244636,1
483779,70589.3,14
963652,467269,7
182958,582842,6
73183.4,31830.8,5
683218,660573,10
735069,258797,8
261483,276131,18
153356,492569,16
12909.3,424024,16
482467,228614,15
467757,494064,11
214545,731925,6
713370,200598,8
957793,893674,19
626576,79073.5,4
40467.5,543138,6
158422,147984,5
363872,668020,11
655171,627186,10
801965,123264,1
568590,220618,4
340617,552202,2
230140,45503.1,5
180517,524766,2
264870,439253,2
327738,449141,2
323801,229286,18
884793,749962,19
745231,233009,8
460982,263436,15
140812,389080,16
965300,894162,19
364147,634754,11
657582,440016,9
486465,59724.7,14
834864,243995,8
897488,611225,0
47700.4,98544.3,5
97781.3,322092,16
399884,736991,11
772820,309397,8
407514,419843,15
969024,269112,7
209571,688742,6
247505,499802,2
750725,440352,9
202124,246956,18
28656.9,193823,5
314920,998657,17
734367,911161,3
414380,903195,13
740410,107059,4
620624,349528,8
35432,377758,16
233345,572497,2
985900,10742.5,1
169561,546190,6
354534,136753,14
911435,31739.2,1
445936,74739.8,14
105441,77639.1,5
202429,225532,18
590594,155431,4
171636,215247,5
343699,76601.5,14
126316,101810,5
248787,502579,2
870327,458724,7
339122,852992,17
531785,168554,4
859279,366771,7
552477,917020,13
769646,593066,0
756615,800958,10
793939,320231,8
446516,280251,15
417280,506149,2
552812,31525.6,4
2258.37,783227,12
587268,233528,8
27710.8,199774,5
633168,550066,9
996857,650136,0
984558,703421,0
429456,564562,11
438459,173467,14
176489,503555,2
778008,341136,8
694113,950011,3
781579,443587,9
519120,447310,15
284738,148167,14
619037,912778,3
524918,507218,11
174230,90060.1,5
345500,650624,11
313272,318339,18
947233,936399,19
987854,710410,0
876156,528825,0
168493,77486.5,5
956084,643910,0
489547,134953,14
30274.4,108036,5
995788,298685,7
802423,550890,0
374371,360546,18
879696,617115,0
609668,137852,4
453139,162633,14
9613.33,451735,16
18280.6,620533,6
640858,126652,4
278329,708975,17
998474,745201,19
996521,530747,0
858608,260475,7
209052,4974.52,5
331370,891659,17
991668,607013,0
784051,627461,0
22125.9,689169,6
156865,767235,6
621174,346416,8
876034,859706,19
908170,994415,19
702567,785058,10
304514,674123,2
70009.5,188269,5
978942,708579,0
377606,638600,11
80111.1,838313,12
952361,382611,7
870632,480819,7
588488,7782.22,4
283792,416822,18
349956,356212,18
98849.5,129856,5
298532,259407,18
994720,341136,7
617847,719413,10
322031,110233,14
863186,672750,0
655019,344279,8
404523,60792.9,14
169073,793451,12
171453,221870,5
769738,738731,10
177801,238350,18
787896,719230,10
625904,446059,9
92928.9,930692,12
291208,461623,2
770806,474380,9
991028,438978,7
206488,576983,2
872768,446059,7
613147,354381,15
642598,488632,9
897549,790857,19
317240,421033,2
361370,464492,2
248451,398663,18
241249,302469,18
663472,272530,8
606769,416913,9
412152,22614.2,14
794702,981262,3
637135,601856,9
481216,279336,15
310739,42512.3,14
808435,625416,0
641285,981536,3
811182,932249,3
858028,522599,0
861904,425581,7
475234,189917,14
85970.6,490219,16
424299,269814,15
828852,8209.48,1
63142.8,705435,6
396924,944365,13
644337,532212,9
579150,465682,9
973663,241798,1
3418.07,681295,6
343974,66377.8,14
323099,278573,18
11810.7,605670,6
682150,35584.6,4
117588,105411,5
4699.85,537217,6
664632,657521,10
515641,531602,11
586962,258461,8
649831,367840,8
681082,657674,10
276986,970946,17
872982,873043,19
75869,970550,12
568407,778008,10
65889.5,22003.8,5
311686,891720,17
868923,174291,1
285684,61128.6,14
353374,467666,2
945616,734001,0
34669,916410,12
915769,608020,0
90731.5,767327,12
821680,234993,8
229774,551408,2
596850,275246,8
39307.8,89816,5
627155,171850,4
978881,396832,7
495651,663594,11
977111,473251,7
694571,409406,9
784783,421155,7
102084,678610,6
938597,267830,7
907193,196173,1
537400,480819,15
628040,444807,9
144169,518509,6
535936,642079,11
127384,12207.4,5
790551,854610,3
775140,442976,9
539476,908933,13
671560,585101,9
761284,533372,9
250618,661855,2
358196,145116,14
255501,223365,18
563066,501511,9
162755,336924,16
733604,695853,10
600421,900021,3
695059,315348,8
526444,874020,13
584521,619617,11
559679,111728,4
267495,967559,17
499496,346263,15
471084,42970.1,14
851894,940245,19
427808,328745,15
230110,294778,18
677786,384320,8
936491,505966,0
358623,411237,18
987243,62044.1,1
447066,977935,13
438246,220557,14
629536,236274,8
230567,315104,18
394452,129765,14
26734.2,744652,6
183508,586291,6
776269,914335,3
636555,136326,4
157170,56642.4,5
739402,422864,9
714316,784051,10
663411,297159,8
578845,539506,9
891598,252052,7
234687,941649,17
485885,453291,15
17334.5,490921,16
688375,218360,8
17273.5,340800,16
89999.1,82064.3,5
936979,963836,19
969817,208411,1
343120,685629,11
729087,479781,9
789300,343181,8
246895,745384,17
582080,871761,13
84872,63600.6,5
654439,565447,9
402753,956145,13
214087,210456,18
829340,323954,7
681143,386547,9
997559,391552,7
39765.6,92532.1,5
617817,458205,9
231880,605365,2
457930,981872,13
736625,247505,8
45289.5,217658,5
139439,648122,6
932737,907682,19
417219,255043,15
596759,998444,3
980773,420789,7
95736.6,668508,6
345775,464675,2
122684,707816,6
774957,834864,3
677236,129887,4
468856,979492,13
871670,437117,7
11291.8,913572,12
4821.92,830073,12
917142,861110,19
610431,472793,9
413373,884243,13
335978,327708,18
133793,211219,5
863369,676107,0
346080,163335,14
262093,872127,17
786370,286599,8
802271,763848,10
271157,640187,2
966674,176519,1
117893,303201,16
817621,520127,0
158116,165899,5
617908,576739,9
893826,86336.9,1
303079,471511,2
256264,653706,2
677419,355205,8
600787,222602,8
683828,55848.9,4
134312,696554,6
406232,512803,2
53865.2,870113,12
220374,817011,17
393994,108829,14
349315,768853,17
67873.2,883053,12
619098,655721,10
963591,298135,7
79836.4,71047.1,5
349681,407056,18
980560,668691,0
377728,873226,17
984375,396374,7
267373,601581,2
117008,606738,6
950163,394604,7
370464,124271,14
652577,645192,10
770379,483322,9
244728,674062,6
677786,763298,10
292337,680746,2
761681,364635,8
752007,529130,9
73824.3,312540,16
266610,855892,17
603504,872707,3
176855,398846,16
215888,39185.8,5
787744,115604,1
606555,432539,9
243904,727378,17
460005,953215,13
698111,903317,3
11627.6,794824,12
426496,521104,11
298715,760521,17
282388,425764,2
178289,865017,12
505966,985961,13
308390,576159,2
550218,639210,11
361187,370464,18
367168,651173,11
387616,178167,14
646138,612323,10
105808,396832,16
936644,885495,19
567949,83986.9,4
542436,422193,15
794519,324503,8
669454,212073,8
177984,230232,5
671743,240059,8
374065,197058,14
491256,328959,15
642415,537187,9
655049,762413,10
796381,52369.8,1
601642,240211,8
696860,139531,4
781976,644337,0
203009,247871,18
45075.8,405164,16
300272,564135,2
398816,90914.6,14
385388,311411,18
455672,311167,15
25574.5,636372,6
861660,263161,7
551439,348430,15
881863,376659,7
210181,396374,16
209418,654500,6
930357,537370,0
97720.3,590442,6
647542,806116,10
214637,94332.7,5
246040,743858,17
306742,793420,17
100894,528825,6
966948,534867,0
591662,785638,10
644215,9369.18,4
420667,561937,11
645985,277261,8
735130,378979,8
384930,730796,11
546495,4791.41,4
640461,793481,10
387829,297861,18
262307,565783,2
175237,742424,6
668722,800165,10
467605,777520,13
804743,152928,1
376537,326304,18
57649.5,740806,6
886776,693228,0
96011.2,749779,6
936491,834162,19
836177,332011,7
897031,545763,0
865932,401196,7
711325,989044,3
799188,331065,8
522202,784845,13
316752,94576.9,14
772210,319529,8
198737,179662,5
110202,501541,16
592944,807154,13
621906,642628,10
218268,681722,6
535142,21240.9,4
299112,852321,17
265419,649312,2
886227,369762,7
81362.3,428175,16
973357,431074,7
415235,875851,13
585376,717887,10
540239,552782,11
921842,794702,19
612232,840297,3
814447,855861,19
551012,453322,15
320933,925138,17
544481,626728,11
357433,942015,17
717246,922880,3
993347,138920,1
344096,697897,11
517716,850368,13
529679,52888.6,4
764061,521683,9
144047,217597,5
572680,328318,15
627308,384655,9
802789,598407,0
675863,664022,10
105533,281686,16
427046,679983,11
858974,146641,1
189764,15411.8,5
370006,342418,18
654500,842189,3
795587,558519,0
478164,289468,15
344829,376202,18
805719,18768.9,1
328013,657613,2
284036,716910,17
633595,85665.5,4
72176.3,416974,16
374340,377422,18
875240,331797,7
866878,365307,7
760094,863460,3
923032,207251,1
66042.1,258522,16
762291,564959,9
734428,639332,10
824610,811884,19
467483,477798,15
499313,317392,15
920438,622028,0
413434,731559,11
246864,351878,18
564379,86977.8,4
392315,264748,18
365642,567980,2
179113,691305,6
723319,94943.1,4
81606.5,445357,16
699759,563128,9
269601,643666,2
276833,778008,17
635517,715445,10
326182,976867,17
730979,185766,8
255470,436506,2
457137,981079,13
51698.4,169439,5
594592,500931,9
710166,228156,8
458541,146550,14
445296,795648,13
737968,21881.8,4
754906,163793,8
557939,752251,10
471572,16174.8,14
609516,421278,9
517594,261238,15
452254,137700,14
298044,133122,14
431806,330363,15
655232,513718,9
696402,161596,4
182440,555437,6
164586,67873.2,5
589892,828974,13
620258,9369.18,4
846400,500595,0
8789.33,159490,5
121647,595264,6
115116,120243,5
241554,339061,18
732780,929838,3
574755,30671.1,4
820215,764336,19
114841,987487,12
602252,947844,3
133030,971770,12
741020,301614,8
278481,256874,18
194739,607013,6
521378,257912,15
830378,653859,0
991424,562304,0
880337,621754,0
688772,367748,8
563982,20355.8,4
358470,900052,17
249275,720603,17
649922,463729,9
40894.8,369457,16
153203,498459,16
268654,318369,18
140965,501022,16
641041,736351,10
970794,49256.9,1
448256,447920,15
246193,557421,2
770348,859035,3
117344,924833,12
797906,732902,10
651448,39735.1,4
725120,183355,8
141850,288156,16
856838,682821,0
680990,924009,3
206915,768365,17
416700,501724,2
576586,91494.5,4
773675,684408,10
518876,123264,4
673605,741417,10
338694,820643,17
554796,68666.6,4
975066,507492,0
900632,221595,1
888516,748833,19
159948,374859,16
553850,724723,11
506821,938139,13
466079,168493,14
967193,386486,7
326792,942259,17
160802,334819,16
915708,410779,7
393323,622394,11
694113,567156,9
209326,800226,17
55055.4,980499,12
911435,56764.4,1
958037,710410,0
82094.8,400525,16
85757,982086,12
944700,966735,19
265328,269723,18
589343,755425,10
325632,117679,14
794031,62593.5,1
450148,163335,14
518082,462264,15
44831.7,38911.1,5
254769,558061,2
808618,745079,10
433607,975860,13
686819,333354,8
79195.5,335520,16
336222,932340,17
92074.3,348949,16
254952,926817,17
941160,864101,19
459426,78402.1,14
370922,741111,17
146886,183172,5
58442.9,24933.6,5
792566,119938,1
122868,100497,5
216956,482833,2
130314,502029,16
951506,31281.5,1
860256,926664,19
348613,560381,2
745048,892727,3
955107,116459,1
675436,518723,9
317972,383801,18
914792,195746,1
245766,170568,18
303964,617023,2
229225,855800,17
893643,832575,19
860714,41322.1,1
736656,842982,3
304147,118473,14
934965,857601,19
784234,622394,0
286294,844203,17
305734,743156,17
144658,514786,6
13641.8,809473,12
516282,551073,11
378338,585559,2
86245.3,795648,12
368816,450819,2
936430,450728,7
584918,589129,11
294076,155675,14
577166,822810,13
872677,284982,7
922697,316050,7
351176,45503.1,14
665456,662160,10
416944,78218.9,14
98666.3,488601,16
687704,412152,9
189459,286508,18
863399,901730,19
846278,321146,7
756279,827692,3
332743,833491,17
537004,280465,15
64027.8,924741,12
740745,401044,9
405591,150609,14
421247,648946,11
557909,564806,11
454115,129185,14
776086,366741,8
490677,761773,13
668386,54109.3,4
582476,843989,13
763543,676260,10
154881,465865,16
563585,61311.7,4
930570,410962,7
526475,367626,15
720145,740165,10
479598,617023,11
825739,336589,7
475723,627155,11
274636,409040,18
689352,598163,9
336467,439589,2
244362,149449,5
904080,435896,7
481216,472427,15
461287,743278,11
745415,85940.1,4
643330,203101,8
928770,83437.6,1
945006,244575,1
348704,362133,18
70894.5,684500,6
732566,758324,10
877621,716605,0
708182,895718,3
952055,916562,19
915708,518693,0
733451,200232,8
270730,745994,17
837031,675069,0
653920,676687,10
5188.15,341868,16
998199,726310,0
20813.6,762566,6
21881.8,596515,6
90456.9,232765,5
332957,510666,2
770165,813746,3
936705,903836,19
586230,906735,13
939695,765709,19
224586,24659,5
79714.3,923154,12
647908,152257,4
252968,339152,18
877560,711814,0
78554.6,625385,6
569048,795495,13
363384,36530.7,14
43794.1,107700,5
729728,866207,3
237983,109775,5
272439,16571.6,14
219367,299020,18
543687,196631,4
627766,508896,9
47914.1,337443,16
740379,713492,10
393384,27314.1,14
975311,179357,1
911039,684194,0
646901,61891.5,4
547716,427473,15
806604,808588,19
786187,809442,3
158269,141545,5
870693,339793,7
463668,65004.4,14
345195,718101,17
665822,407056,9
468123,492752,15
289682,986480,17
76662.5,127354,5
649495,715110,10
562792,791284,13
128544,932829,12
412183,233436,14
424543,149327,14
879238,467269,7
295358,259468,18
440138,316263,15
124638,331553,16
319742,771264,17
673666,367870,8
238960,213080,18
827418,125278,1
212470,486038,2
95858.6,288980,16
360668,192816,14
228889,138524,5
913144,44038.2,1
663289,456465,9
496017,261635,15
773095,931333,3
41413.6,529435,6
161748,825373,12
852412,431776,7
642720,334574,8
133610,346141,16
229163,992920,17
276315,984313,17
517747,786950,13
992126,833308,19
431471,477432,15
650685,257271,8
507584,94821,4
513779,608997,11
902646,811762,19
599261,990783,3
163427,523179,6
277993,924100,17
705924,607166,10
28595.8,759331,6
976867,621998,0
675619,806696,10
571551,244667,15
539537,524155,11
271187,695791,17
860286,279122,7
167943,349071,16
238441,835170,17
891507,321909,7
303262,428510,2
562365,702689,11
981017,714988,0
599597,823572,13
232978,611713,2
26917.3,754784,6
577960,755699,10
580828,104526,4
740654,576708,9
847163,382885,7
995697,459914,7
967803,751488,19
833125,781152,19
288186,62501.9,14
81789.6,356914,16
788446,809656,19
214209,689138,6
375713,100833,14
847591,925810,19
243873,139195,5
75869,328135,16
647633,91738.6,4
838099,856258,19
722831,757561,10
680380,886776,3
532487,247291,15
621632,678549,10
458235,74221,14
14679.4,634754,6
511277,762658,13
929563,293985,7
233253,424940,2
298410,946562,17
718650,870418,3
477584,436964,15
41718.8,810175,12
626514,709647,10
139714,740593,6
183.111,599780,6
110508,245674,5
527970,898953,13
59053.3,882717,12
528977,451796,15
189001,630055,6
721885,598254,9
917722,205756,1
446516,283883,15
512741,536546,11
851802,250587,7
234535,393109,18
346873,509507,2
346812,834620,17
480148,417890,15
748680,747612,10
233985,753716,17
516068,548082,11
123325,832057,12
438551,164006,14
89022.5,561235,6
827265,855617,19
609546,17914.4,4
574297,384442,15
338511,255104,18
790582,640248,0
539445,270272,15
459487,193274,14
253578,976714,17
546037,493942,9
132389,264931,16
18860.4,707907,6
812708,438887,7
401013,583361,11
237983,86458.9,5
887631,421247,7
58015.7,423109,16
885800,283242,7
795343,952879,3
159124,152562,5
477432,552141,11
732505,983764,3
520585,418683,15
447127,562822,11
443098,369091,15
684408,977813,3
104312,338176,16
418500,390454,15
238075,254707,18
541398,834620,13
700095,369335,8
453078,64455.1,14
701804,213507,8
348186,166051,14
984924,300058,7
586718,850459,13
26093.3,60518.2,5
131108,191717,5
573504,978088,13
393597,186193,14
733085,39491,4
90243.2,8911.4,5
67323.8,125462,5
964507,362987,7
365368,404096,18
652730,974334,3
519425,819300,13
636799,208777,8
921018,993286,19
293680,102878,14
596728,919431,3
632832,929594,3
563494,331828,15
530992,890805,13
220740,224860,18
262734,765496,17
638447,288003,8
0,468398,16
968230,640034,0
847743,617176,0
528336,818506,13
14923.6,489486,16
12390.5,131718,5
20630.5,299417,16
376110,832911,17
522294,663167,11
887143,758721,19
559587,577898,11
209418,708609,6
853694,334513,7
853938,554582,0
410840,645314,11
496384,486953,15
183416,20386.4,5
154180,545427,6
57832.6,193396,5
664266,282815,8
97354,306497,16
927183,683584,0
891751,736717,0
612293,937834,3
179571,12085.3,5
75441.8,978637,12
740440,344615,8
749840,449385,9
22705.8,28382.2,5
858852,606891,0
211890,437910,2
591357,205939,4
568346,737327,10
497818,280648,15
8301.03,805994,12
438948,560503,11
183905,416242,16
568377,658498,11
867122,501022,0
184484,773156,17
382000,535569,2
468825,77700.1,14
285104,765282,17
761711,853816,3
588488,354961,15
740379,390637,8
682363,648030,10
280038,336833,18
865871,724876,0
522111,185125,4
161473,467971,16
371746,518601,2
997894,499069,7
922422,171697,1
518937,777795,13
782495,188726,8
841578,465194,7
587298,17456.6,4
664754,986785,3
737938,387432,8
353404,198584,14
247566,408765,18
106357,298044,16
116489,218818,5
195257,746788,6
525407,623646,11
653432,116276,4
960479,252510,7
326945,549760,2
782250,395184,7
999512,582537,0
355754,544267,2
491073,503281,11
288827,347179,18
336772,392315,18
212470,806970,17
996857,570727,0
498672,783380,13
660543,552934,9
976959,763298,19
709098,850124,3
706503,111301,4
919218,236671,1
806452,211280,8
648427,502487,9
872585,682424,0
666097,385907,9
238533,834132,17
108951,447798,16
894223,329142,7
369915,226447,18
885403,284951,7
700064,234626,8
105960,380718,16
39155.2,345195,16
184851,578875,6
217963,990112,12
289529,438734,2
317515,488723,2
739555,322459,8
753868,856014,3
974670,693655,0
706168,738609,10
274850,812494,17
944456,817499,19
312174,63417.5,14
69307.5,220008,5
747612,535081,9
771386,330638,8
300943,936186,17
79012.4,1e+06,12
636097,96560.6,4
815882,655202,0
649037,796869,10
756066,330851,8
943175,117038,1
374432,298441,18
51362.7,520646,6
762200,896359,3
943541,118320,1
342387,476730,2
164342,613117,6
601337,215247,4
206153,937071,12
270974,976.592,14
59205.9,179235,5
384564,859920,17
923643,694540,0
504868,492019,15
434950,902005,13
316202,645283,2
79195.5,854610,12
805719,332347,7
372326,811884,17
556719,445021,15
483108,400342,15
368358,260659,18
910276,129063,1
618732,790643,10
209082,661519,6
636006,14862.5,4
225562,958647,17
952757,910276,19
462844,823298,13
820276,930418,19
697592,120884,4
878353,363048,7
413068,648213,11
532640,899869,13
638722,897519,3
517380,925535,13
16846.2,442030,16
433668,600116,11
972259,975127,19
885556,886044,19
370403,795190,17
305582,393414,18
638874,367107,8
798090,403882,7
616260,130497,4
455580,808405,13
12665.2,595660,6
746483,89083.5,4
938688,589404,0
854793,7354.96,1
108371,914274,12
401929,458846,2
677969,286630,8
920286,146580,1
860652,852901,19
902249,427595,7
95187.2,465743,16
345836,34760.6,14
257179,866634,17
577776,486221,9
818751,586261,0
887539,997253,19
606342,368816,15
273598,727103,17
503464,873348,13
510971,350902,15
720786,930509,3
923185,371136,7
734184,362102,8
805902,397290,7
298593,927061,17
530473,952910,13
704550,967009,3
74709.3,338969,16
282662,413282,18
216498,820215,17
702445,607746,10
1037.63,26368,5
480026,508255,11
486465,104587,14
933439,923612,19
304636,940855,17
222083,71260.7,5
373943,818476,17
713187,606281,10
288919,320139,18
347179,950041,17
618336,235694,8
560503,883602,13
687246,833003,3
286630,582293,2
531541,211432,4
221656,184515,5
714225,708487,10
535661,232276,15
710654,597980,9
157964,517319,6
728599,727073,10
290017,643269,2
252205,412152,18
527360,591693,11
413465,978851,13
530320,387219,15
625202,911191,3
191198,216376,5
880337,795831,19
334574,693014,11
857814,233100,1
778100,3387.55,1
603412,764428,10
700491,34547,4
195563,757469,17
335154,910154,17
590136,223853,8
659017,259774,8
886044,843440,19
598834,650624,10
694296,157628,4
959929,541826,0
246742,100864,5
415784,507096,2
477859,883419,13
111026,933988,12
672720,850887,3
345622,573473,2
528123,448225,15
52186.7,809229,12
739525,932066,3
976470,961272,19
635975,135014,4
245094,965789,17
58504,508774,16
984558,152.593,1
741935,986602,3
460677,680013,11
40040.3,37568.3,5
469344,963561,13
55635.2,753563,6
44831.7,487808,16
221259,48066.7,5
595447,350993,15
256050,172155,18
943846,975646,19
314524,894620,17
71871.1,258309,16
177313,978759,12
270943,362804,18
632832,134556,4
501114,867153,13
887570,566485,0
695242,155797,4
48463.4,690420,6
128086,584552,6
566546,691122,11
433790,656301,11
141118,450636,16
20966.2,864620,12
88229,131687,5
128849,603748,6
691519,466811,9
215003,242500,18
714805,712699,10
390942,734184,11
177252,402448,16
850093,613147,0
808130,593707,0
289132,536180,2
426710,389874,15
834162,284921,7
965239,232856,1
569964,985412,13
87435.5,951964,12
62929.2,840175,12
483718,930509,13
886135,538713,0
65218.1,144200,5
727836,333537,8
563494,359020,15
816004,169683,1
590136,573962,9
742607,859584,3
151219,985412,12
955748,725883,0
65767.4,452742,16
820704,20477.9,1
833460,792505,19
864498,390149,7
357982,338115,18
234291,325785,18
684866,205420,8
144810,526261,6
679220,721122,10
785974,54628.1,1
477981,629292,11
438765,690909,11
724906,115879,4
24628.4,612537,6
160161,504471,16
621357,92654.2,4
217994,807215,17
236976,913144,17
4791.41,285745,16
972716,279763,7
518052,912717,13
245277,816889,17
342235,251564,18
609607,337352,8
450850,915708,13
543474,157567,4
277230,549516,2
958464,375927,7
15015.1,324931,16
801996,387951,7
298990,384381,18
550188,592120,11
122074,617664,6
273171,375683,18
189917,755242,6
919004,682638,0
25605,121921,5
128391,381085,16
139531,647237,6
885464,893429,19
596362,994995,3
257973,747581,17
469710,85207.7,14
5920.59,484634,16
99093.6,953063,12
565111,336467,15
877438,954497,19
469344,892697,13
628040,909940,3
285501,237098,18
601367,995514,3
222022,371166,18
856166,179601,1
363414,783349,17
418775,878872,13
602802,391308,15
255806,399731,18
415540,408399,15
878353,766320,19
268807,583422,2
445845,832118,13
314310,368542,18
675863,264657,8
693747,500809,9
822169,196112,1
921293,867244,19
578631,178106,4
19440.3,987121,12
127720,692038,6
2349.93,610797,6
805078,966155,3
542405,428144,15
118015,369671,16
855861,327342,7
265450,312204,18
616230,670339,10
978912,499130,7
684622,279336,8
570452,710623,10
251289,885739,17
652181,99642.9,4
243690,301981,18
213172,476608,2
193182,166112,5
726005,283181,8
794519,397961,7
831782,86916.7,1
760491,126591,1
45777.8,568285,6
897031,420209,7
957915,256722,7
223945,300119,18
702170,821253,3
70802.9,873867,12
157994,658681,6
7721.18,604602,6
552019,980377,13
857082,368358,7
973449,691366,0
494217,663198,11
929197,219520,1
311472,751549,17
565447,202399,4
713614,259590,8
700552,707816,10
460707,456343,15
471908,573199,11
699484,709159,10
324442,620594,2
752525,91769.2,4
381085,70925,14
791711,427473,7
67018.6,559282,6
31647.7,809259,12
329722,874813,17
667684,477340,9
33051.5,35187.8,5
72054.2,475478,16
230873,681784,6
383709,375500,15
167699,174444,5
197089,183538,5
138188,299295,16
206885,940428,12
884823,299448,7
19043.5,132603,5
152928,130161,5
519700,462294,15
478866,543840,11
828852,408612,7
379437,956297,13
577898,976806,13
976104,156835,1
667348,696097,10
835994,927580,19
403180,923124,13
581408,653157,11
609882,453169,9
726981,162328,8
591937,968535,3
377209,465163,2
294504,580645,2
982513,864834,19
321207,279916,18
430464,252846,15
225867,116489,5
471786,367077,15
333262,23835,14
964202,528672,0
885739,986877,19
796991,488.296,1
179724,376568,16
749748,752739,10
181280,345073,16
72817.2,203864,5
506973,824824,13
375866,555101,2
262734,529893,2
599384,774102,10
663533,39002.7,4
551164,241340,15
241096,173833,5
833033,665517,0
411390,99978.6,14
95889.2,237556,5
837794,493545,7
563219,244423,15
21515.5,360393,16
779473,630757,0
497024,292642,15
699881,405072,9
535997,722159,11
659902,461745,9
992431,709128,0
578936,452864,9
476882,611225,11
81576,925810,12
58931.2,237678,5
191321,161748,5
783959,430860,9
987365,137852,1
81453.9,59236.4,5
242225,911527,17
262093,774560,17
701315,618732,10
371319,207801,14
446608,311502,15
319681,180120,14
838679,157689,1
61891.5,606891,6
967284,216681,1
279305,706076,17
498703,208838,15
154698,506058,16
401837,542955,2
41779.8,111179,5
397229,476608,2
746879,349223,8
224891,787042,17
385327,919340,13
94729.5,846919,12
971953,605945,0
91006.2,658132,6
680380,149937,4
976501,320566,7
684408,596545,9
906095,726890,0
301828,995911,17
140751,104648,5
419782,842982,13
71626.9,498245,16
519913,229865,15
851833,518296,0
661458,976104,3
810114,814508,19
150517,620472,6
713095,869442,3
945189,730979,0
975585,994507,19
746941,139439,4
217780,958129,12
832820,61128.6,1
257820,615436,2
613330,241035,8
832453,363567,7
286630,903531,17
184759,343730,16
422468,994964,13
269967,170110,14
474929,624714,11
830073,720664,0
717460,354076,8
108524,289163,16
540788,680349,11
632130,309427,8
79928,338084,16
412122,33112.6,14
364849,518571,2
230720,109989,5
245582,414655,18
509629,97354,4
853633,258766,7
727226,647389,10
947722,858638,19
588122,606769,11
784204,177129,1
275185,640370,2
771111,371624,8
256996,382946,18
737053,530045,9
407056,656392,11
796686,742058,10
739067,88442.6,4
147954,746422,6
3570.67,659017,6
318216,827784,17
844600,404035,7
10193.2,520798,6
311930,854213,17
413038,642201,11
385266,895505,17
258492,837794,17
919034,741783,0
647053,825007,3
183355,726341,6
365856,459487,2
86123.2,778161,12
695944,279031,8
333293,872097,17
184393,907071,12
350963,556536,2
163823,254402,18
870998,992981,19
561846,467727,9
803797,911130,3
380047,661153,11
508011,621235,11
764336,258309,8
943419,851253,19
456099,891537,13
586261,818781,13
237465,876736,17
519608,732047,11
383282,933500,13
909574,962035,19
736137,672720,10
268166,567400,2
452803,56367.7,14
608692,809931,10
354961,168676,14
944670,891995,19
779412,850063,3
695517,511399,9
490463,662587,11
563311,78249.5,4
209510,898831,17
463088,708487,11
265755,543229,2
247200,514756,2
395795,871456,13
387707,391369,15
449904,350200,15
596179,552110,9
318522,308420,18
688986,661885,10
402081,108798,14
978393,622700,0
35950.8,887661,12
204505,61006.5,5
72847.7,971801,12
651936,440565,9
944029,449934,7
735221,617542,10
593127,699026,10
123051,687521,6
327280,565600,2
517655,273354,15
482284,6256.29,14
646657,91830.2,4
482192,923185,13
979461,842250,19
6653.04,314219,16
275643,306009,18
193640,321818,18
434339,157659,14
719840,929380,3
365673,489090,2
846553,548357,0
872738,566851,0
715415,187658,8
940794,915.555,1
953154,920255,19
504349,426252,15
624531,592334,9
826960,113529,1
377911,776147,17
208991,755699,17
888302,477126,7
959227,146641,1
40620.1,694632,6
551897,706595,11
336924,226020,18
769158,932981,3
379620,722892,11
519608,1129.18,4
607013,581164,9
58442.9,20081.2,5
355480,396405,18
632862,998383,3
427717,69612.7,14
265175,514817,2
277688,830775,17
592853,543229,9
307413,80660.4,14
528733,976379,13
234169,667196,6
116642,255501,16
651967,624744,10
460189,264565,15
405988,152806,14
118564,414014,16
845851,305124,7
23590.8,749596,6
47944.6,136631,5
893368,93142.5,1
327677,534135,2
435102,788965,13
416425,263283,15
457595,707266,11
190619,524125,2
485824,878750,13
425611,144841,14
705679,619770,10
339976,85726.5,14
194739,384381,16
313944,792688,17
536302,972839,13
738365,763634,10
198126,258370,18
100955,90212.7,5
606067,394086,15
769951,341533,8
781243,650014,10
116886,587939,6
866146,736412,0
255440,247627,18
959075,814417,19
385540,402020,15
538621,507248,9
148381,891537,12
512101,226203,15
142033,497574,16
688192,143803,4
444472,464278,15
383526,304910,18
266427,138035,14
46235.5,789789,12
334910,232429,18
343760,657704,11
914792,781823,19
242683,730705,17
135472,857448,12
328928,245918,18
128636,207282,5
102634,143498,5
21759.7,771844,12
359630,381970,18
704306,147832,4
163518,316965,16
102634,143132,5
445662,962157,13
103000,217597,5
69277,998871,12
862728,457015,7
383557,842433,17
683645,409833,9
997803,26429,1
505325,250832,15
852992,762810,19
38697.5,948393,12
777581,896603,3
226997,28748.4,5
717978,726798,10
715079,774285,10
850398,431227,7
954863,889920,19
939848,242378,1
100925,448134,16
735679,195044,8
578204,900388,13
7232.89,330332,16
759972,749931,10
153356,821375,12
205573,741050,6
290567,706503,17
993713,757195,19
460768,902158,13
478195,661580,11
225929,44099.2,5
914151,683096,0
560686,599261,11
471572,272683,15
735832,722495,10
807184,255379,8
935942,632252,0
216041,207312,18
792138,968291,3
68025.8,917814,12
967589,799402,19
367840,182348,14
528123,795404,13
490707,634693,11
192175,688406,6
61800,491836,16
805597,650410,0
